,Timestamp,Checker,Benchmark,Total steps,Guest cycles,Setup time,Guest loading time,Preprocessing time,Proving time,Verification time,Total time,Tokens
118,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/36.erc20transfer_success_total/36.erc20transfer_success_tm_0_7.mm,4871256.0,,,,,505.138161806,18.821166846,,7194
119,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/41.erc20transfer_success_total/41.erc20transfer_success_tm_0_6.mm,4871256.0,,,,,501.515605434,18.841168452,,7194
120,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/26.erc20transfer_success_total/26.erc20transfer_success_tm_0_6.mm,4871256.0,,,,,508.89214747,18.847651063,,7194
121,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/9.erc20transfer_success_total/9.erc20transfer_success_tm_0_2.mm,4871256.0,,,,,493.256660404,18.796993458,,7194
122,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/11.erc20transfer_success_total/11.erc20transfer_success_tm_0_2.mm,4871256.0,,,,,500.570441513,18.852838985,,7194
123,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/37.erc20transfer_success_total/37.erc20transfer_success_tm_0_3.mm,4871256.0,,,,,504.516524996,19.022492528,,7194
124,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/27.erc20transfer_success_total/27.erc20transfer_success_tm_0_3.mm,4871256.0,,,,,516.120393482,18.988805667,,7194
125,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/16.erc20transfer_success_total/16.erc20transfer_success_tm_0_9.mm,4871256.0,,,,,516.339535329,19.004814511,,7194
126,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/29.erc20transfer_success_total/29.erc20transfer_success_tm_0_9.mm,4871256.0,,,,,502.44717538,18.77098784,,7194
127,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/2.erc20transfer_success_total/2.erc20transfer_success_tm_0_0.mm,5432704.0,,,,,499.81385678,18.76969828,,7971
128,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/21.erc20transfer_success_total/21.erc20transfer_success_tm_0_0.mm,5432704.0,,,,,497.693491139,18.76994662,,7971
129,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/6.erc20transfer_success_total/6.erc20transfer_success_tm_0_0.mm,5432704.0,,,,,485.281451713,18.77199769,,7971
130,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/42.erc20transfer_success_total/42.erc20transfer_success_tm_0_0.mm,5432704.0,,,,,502.670191338,18.768419639,,7971
131,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/41.erc20transfer_success_total/41.erc20transfer_success_tm_0_3.mm,5432704.0,,,,,502.000349402,18.776697442,,7971
132,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/15.erc20transfer_success_total/15.erc20transfer_success_tm_0_3.mm,5432704.0,,,,,507.092274657,18.777876752,,7971
133,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/43.erc20transfer_success_total/43.erc20transfer_success_tm_0_3.mm,5432704.0,,,,,504.177209251,18.93281224,,7971
134,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/29.erc20transfer_success_total/29.erc20transfer_success_tm_0_6.mm,5432704.0,,,,,507.739012206,18.780580173,,7971
135,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/45.erc20transfer_success_total/45.erc20transfer_success_tm_0_0.mm,5432704.0,,,,,503.396035421,18.784502555,,7971
136,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/30.erc20transfer_success_total/30.erc20transfer_success_tm_0_0.mm,5432704.0,,,,,504.210697621,19.060737919,,7971
137,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/24.erc20transfer_success_total/24.erc20transfer_success_tm_0_0.mm,5432704.0,,,,,507.089388657,18.787971145,,7971
138,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/11.erc20transfer_success_total/11.erc20transfer_success_tm_0_0.mm,5432704.0,,,,,506.155760849,18.786852225,,7971
139,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/17.erc20transfer_success_total/17.erc20transfer_success_tm_0_0.mm,5432704.0,,,,,511.62066459,18.784957544,,7971
140,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/35.erc20transfer_success_total/35.erc20transfer_success_tm_0_3.mm,5432704.0,,,,,519.39610018,18.792854106,,7971
141,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/25.erc20transfer_success_total/25.erc20transfer_success_tm_0_3.mm,5432704.0,,,,,508.324847786,18.787328895,,7971
142,2024-11-03 09:41:27,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/42.erc20transfer_success_total/42.erc20transfer_success_tm_0_5.mm,5425891.0,,,,,508.823617549,18.783549354,,8104
143,2024-11-06 23:01:37,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/20.erc20transfer_success_total/20.erc20transfer_success_tm_0_1.mm,4829484.0,,,,,498.898523439,18.764737469,,8205
144,2024-11-06 23:01:37,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/39.erc20transfer_success_total/39.erc20transfer_success_tm_0_1.mm,4847804.0,,,,,496.516218686,18.762341667,,8206
145,2024-11-06 23:01:37,cairo,imp/mm-proofs/erc20transfer_success_resugared_32_slices/44.erc20transfer_success_total/44.erc20transfer_success_tm_0_7.mm,4148138.0,,,,,507.790844772,18.80476516,,8294
146,2024-11-06 23:01:37,cairo,imp/mm-proofs/erc20transfer_success_resugared_32_slices/21.erc20transfer_success_total/21.erc20transfer_success_tm_0.mm,4214893.0,,,,,501.387929814,18.790017195,,8343
147,2024-11-06 23:01:37,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/26.erc20transfer_success_total/26.erc20transfer_success_tm_0_0.mm,5988888.0,,,,,502.005992313,18.940051522,,8748
148,2024-11-06 23:01:37,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/4.erc20transfer_success_total/4.erc20transfer_success_tm_0_5.mm,6129215.0,,,,,489.539685962,18.749188124,,8864
149,2024-11-06 23:01:37,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/45.erc20transfer_success_total/45.erc20transfer_success_tm_0_6.mm,6333373.0,,,,,490.123550281,18.789184966,,9259
150,2024-11-06 23:01:37,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/3.erc20transfer_success_total/3.erc20transfer_success_tm_0_5.mm,6414931.0,,,,,506.74108911,18.792448646,,9280
151,2024-11-06 23:01:37,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/2.erc20transfer_success_total/2.erc20transfer_success_tm_0_5.mm,6687266.0,,,,,511.251797096,18.796157918,,9697
152,2024-11-06 23:01:37,cairo,imp/mm-proofs/erc20transfer_success_regular_32_slices/44.erc20transfer_success_total/44.erc20transfer_success_tm_0_7.mm,7097693.0,,,,,500.884938829,18.814820234,,9737
